0	2
0.0096141	2.59464
0.0205429	3.20247
0.0305207	3.63649
0.0394904	3.89157
0.050468	3.99981
0.0604439	3.89393
0.0704269	3.60346
0.0804044	3.15701
0.0903553	2.59951
0.1003	1.98433
0.110308	1.36692
0.120246	0.815023
0.13026	0.374836
0.140222	0.0949686
0.150195	1.38259e-05
0.159178	0.0811326
0.17015	0.384338
0.180091	0.824435
0.190089	1.38156
0.200065	1.99772
0.209983	2.61063
0.220007	3.17027
0.229986	3.61318
0.241006	3.91854
0.24991	3.99995
0.259956	3.9055
0.270872	3.59047
0.280861	3.13875
0.290844	2.57628
0.300797	1.95951
0.31081	1.34314
0.320761	0.794247
0.330716	0.361942
0.340655	0.0887505
0.35067	0.000238927
0.360606	0.106271
0.370576	0.396417
0.380606	0.845529
0.390576	1.4046
0.400526	2.02029
0.409521	2.57689
0.42047	3.1886
0.430417	3.62535
0.440387	3.90527
0.449404	3.99933
0.460383	3.89919
0.47034	3.61427
0.480319	3.17172
0.490258	2.61748
0.500232	2.00136
0.510234	1.38345
0.519211	0.878574
0.530151	0.386308
0.540185	0.0996176
0.550137	1.9788e-05
0.560148	0.0952566
0.57004	0.372838
0.58005	0.812063
0.589018	1.30597
0.599998	1.98079
0.610991	2.65859
0.620936	3.20694
0.630917	3.63982
0.640901	3.91299
0.650871	3.99971
0.660851	3.89185
0.670827	3.59987
0.680787	3.15298
0.690751	2.59401
0.700749	1.97525
0.710638	1.3654
0.719675	0.85979
0.730653	0.371593
0.740634	0.0929244
0.750595	4.52327e-05
0.760574	0.101587
0.770535	0.387322
0.78051	0.830238
0.790451	1.38499
0.80046	2.00338
0.810373	2.61579
0.819409	3.12384
0.830379	3.61649
0.840368	3.90098
0.850295	3.99998
0.860313	3.90448
0.870269	3.62437
0.880249	3.18558
0.890221	2.6318
0.90013	2.02048
0.910147	1.40078
0.919143	0.892669
0.930106	0.395568
0.940052	0.106295
0.950029	0.000201926
0.960004	0.0887398
0.97	0.363988
0.980955	0.847821
0.990955	1.40906
1.00093	2.02654
1.01087	2.63961
1.02085	3.19234
1.03087	3.63071
1.04084	3.90816
1.05083	3.99991
1.06078	3.8974
1.07074	3.61063
1.08074	3.16577
1.09071	2.60862
1.10067	1.99294
1.11066	1.37596
1.12061	0.822133
1.13061	0.380684
1.14056	0.0982312
1.15056	3.78639e-07
1.16052	0.0966186
1.17048	0.377745
1.18042	0.81551
1.19043	1.37164
1.20042	1.98798
1.2104	2.60512
1.22035	3.16172
1.23034	3.60766
1.2403	3.89558
1.25029	3.99988
1.26025	3.90961
1.27022	3.63364
1.28019	3.19872
1.29016	2.64751
1.30016	2.03165
1.31009	1.41633
1.32008	0.854467
1.33008	0.404256
1.34004	0.110622
1.35003	0.000424977
1.35998	0.084611
1.37097	0.392058
1.38094	0.836597
1.39091	1.39429
1.40089	2.0112
1.41085	2.62606
1.42084	3.18163
1.43082	3.62157
1.44078	3.90301
1.45075	4
1.46067	3.90338
1.4707	3.61956
1.48065	3.18045
1.49065	2.62464
1.5006	2.0101
1.51059	1.39228
1.52055	0.835735
1.53052	0.391518
1.54052	0.103102
1.55049	8.90807e-05
1.56045	0.0912875
1.57041	0.367814
1.58037	0.802746
1.59033	1.35344
1.60034	1.97022
1.61031	2.58781
1.62028	3.14808
1.63025	3.59639
1.64022	3.88983
1.65022	3.99963
1.66018	3.9145
1.67015	3.64352
1.68015	3.21084
1.69011	2.66221
1.70003	2.05203
1.71011	1.42732
1.72001	0.868749
1.72906	0.451712
1.73994	0.116926
1.75094	2.36484e-06
1.75998	0.0809779
1.77095	0.383981
1.78091	0.824915
1.78986	1.31948
1.80088	1.99806
1.81078	2.60962
1.81981	3.11857
1.83076	3.61187
1.83975	3.87789
1.85072	3.99995
1.86068	3.90717
1.87061	3.63027
1.87966	3.24052
1.89056	2.64187
1.89961	2.08486
1.91054	1.4074
1.92052	0.847848
1.93052	0.399017
1.94051	0.107223
1.95047	0.000270269
1.96046	0.0878408
1.97041	0.360336
1.98039	0.793411
1.99036	1.34303
2.0003	1.9551
2.01029	2.57429
2.02028	3.13722
2.03022	3.58772
2.04019	3.88511
2.05019	3.99928
2.06015	3.91867
2.07008	3.653
2.08009	3.22406
2.09009	2.67562
2.10003	2.06475
2.11002	1.44511
2.11995	0.882521
2.13097	0.386231
2.13995	0.121139
2.1509	3.41877e-05
2.16091	0.0943445
2.1709	0.374434
2.18087	0.812394
2.19084	1.36581
2.20077	1.97797
2.21079	2.59819
2.22074	3.15605
2.23065	3.60017
2.23969	3.87209
2.25067	3.99978
2.26064	3.91174
2.27059	3.63862
2.27959	3.25364
2.29052	2.65615
2.30053	2.03987
2.31045	1.42549
2.32045	0.861516
2.33039	0.411787
2.33942	0.13501
2.35041	0.00060964
2.36036	0.0823789
2.3703	0.349367
2.38031	0.779076
2.39027	1.3259
2.39928	1.87829
2.41021	2.55713
2.41921	3.07094
2.43018	3.57835
2.44014	3.87974
2.4501	3.9987
2.45917	3.93843
2.47009	3.65993
2.4801	3.23363
2.49003	2.69097
2.50001	2.07875
2.51004	1.4559
2.51898	0.944288
2.53096	0.393933
2.54095	0.104512
2.55087	0.000179343
2.56091	0.0904974
2.57086	0.365642
2.58081	0.799257
2.59077	1.34973
2.60074	1.96372
2.60976	2.52373
2.62066	3.14141
2.62969	3.55541
2.6406	3.88727
2.64964	3.99713
2.66065	3.91527
2.67062	3.64475
2.68059	3.21429
2.69056	2.66562
2.70054	2.05204
2.71048	1.43569
2.71948	0.922716
2.73046	0.416915
2.74043	0.117291
2.75041	0.000964389
2.76038	0.0790922
2.77036	0.344239
2.78032	0.76999
2.79026	1.31363
2.79933	1.86871
2.81034	2.55292
2.82028	3.11639
2.83025	3.57302
2.84021	3.87682
2.85021	3.9985
2.86016	3.92552
2.87013	3.66549
2.88011	3.2432
2.89008	2.70037
2.90006	2.08883
2.91005	1.46801
2.92	0.901042
2.93099	0.400438
2.94097	0.108291
2.95094	0.000309612
2.96092	0.0868768
2.97086	0.358569
2.98086	0.791382
2.99082	1.34022
3.0008	1.95487
3.01078	2.57338
3.02076	3.13587
3.02975	3.5494
3.04073	3.88568
3.05066	3.99922
3.06066	3.91868
3.0706	3.65279
3.08058	3.22478
3.09054	2.67897
3.10049	2.06798
3.11054	1.44453
3.12046	0.882033
